week,cmkt_own,csmb_own,cmom_own,cmkt,csize,cmom
201930,-0.06694490625241763,0.07027997683093348,-0.04325736731999013,-0.07,0.056,-0.067
201931,0.17589566201449577,-0.04318245910642837,-0.045621570307009196,0.189,1.319,-0.05
201932,-0.048543934663764034,-0.037874107877409996,0.02742123480339418,-0.048,0.017,0.044
201933,-0.04208889535869867,0.06166055734263937,0.007284159357191799,-0.042,0.014,0.023
201934,-0.049545842932741994,0.030228203576776438,-0.06054861261326339,-0.051,0.044,-0.059
201935,-0.02121016572958654,0.016215913194254875,-0.015120746775161006,-0.019,-0.015,-0.072
201936,0.003034316895429878,0.005655908380947832,-0.01018817141353525,0.0,-0.025,0.032
201937,0.000926283584603066,0.08541233224733501,-0.012030828031695699,0.001,0.084,-0.013
201938,-0.040122058017936356,0.02569947251335098,-0.00013366722296023498,-0.041,0.001,-0.036
201939,-0.13727987127964245,0.05422479314610874,0.03873357462911348,-0.141,0.03,0.049
201940,0.005531347123329185,0.05994978077853159,-0.022184143502108032,0.003,0.008,0.009
201941,0.021374859825098555,0.056529443852154804,0.0009351994599430813,0.022,0.029,0.028
201942,-0.01883104740221572,0.01495578620690085,-0.029991334608576323,-0.019,0.026,-0.071
201943,0.100500695106559,-0.0282156618912789,-0.030890711189196632,0.106,-0.05,-0.047
201944,0.020421141334240098,0.07213442452015018,0.017997075431823516,0.021,0.034,-0.019
201945,-0.05135341900056651,0.059981990817360435,-0.046517033909400846,-0.055,0.005,-0.062
201946,-0.05028067766490194,0.06369317692210724,0.006276800734416957,-0.051,0.047,-0.02
201947,-0.14602278353386597,0.03146443104905684,-0.057518416279046386,-0.149,-0.043,0.037
201948,0.02308966773707084,0.0640260691253452,-0.02753922048853796,0.023,0.014,-0.047
201949,0.008063834663472274,0.024559238309567022,0.022809342537538583,0.007,-0.01,-0.004
201950,-0.06522378926297542,0.030756468668260657,0.03753718451250517,-0.069,-0.009,0.015
201951,0.03340074258851498,0.053277808108988065,0.02566868777458539,0.034,0.024,0.016
201952,-0.016432674935897194,0.04253054585494871,0.027752519944395107,-0.012,0.018,-0.001
202001,0.12242443582107913,0.004108353604528339,-0.04192555800722738,0.128,-0.038,0.022
202002,0.10074053730854873,-0.021538802846102975,0.03288773838985387,0.129,-0.089,0.03
202003,-0.0005587894013148726,0.03484681621789269,-0.020971003920513546,-0.004,0.046,-0.025
202004,0.05827027970067884,0.06723415688625711,0.020402625000337724,0.059,0.118,-0.002
202005,0.006192591692276403,0.06965160149279308,0.027588843488370686,0.004,0.068,-0.007
202006,0.13780882171751233,0.05793000332122747,0.04221961110485897,0.138,-0.005,0.126
202007,0.007271675715469413,0.04394872273714058,-0.013995197381515037,0.01,0.078,0.043
202008,-0.09588310857949872,0.055791351914252635,-0.06528150968075623,-0.097,0.004,-0.062
202009,-0.061833750024421805,0.02424777402817447,0.007819652186040995,-0.065,0.006,-0.006
202010,-0.10451563805183114,0.052326323058271076,0.05301905217249822,-0.107,-0.005,0.024
202011,-0.34210800285183135,0.004129383750717974,0.17060714215921494,-0.353,-0.025,0.06
202012,0.2541733923684537,0.016455561623462345,-0.13177858578968876,0.268,-0.017,-0.179
202013,-0.03197174088747882,0.04002996967178152,0.015135396673946613,-0.036,0.045,-0.043
202014,0.12341030764178866,0.021579252123720707,-0.1027955733506988,0.127,-0.001,-0.106
202015,-0.041404050541080546,0.04295490887094359,-0.010984790377004765,-0.044,0.029,-0.013
202016,0.016267820146635418,0.034440334195986855,0.008071429106740545,0.015,-0.013,0.05
202017,0.13283104903018153,0.044315802824673706,-0.006483029063785478,0.138,0.033,0.031
202018,0.11007880566431384,-0.024076625833889226,0.023158023483020936,0.116,0.169,0.03
202019,-0.031995719720442344,0.013264313446693734,-0.006626629556517608,-0.036,0.016,0.061
202020,0.09157923636251834,0.05898072881529769,0.0376173567008771,0.099,0.003,0.075
202021,-0.07432194703283082,0.13519893638782243,-0.036302391914334646,-0.079,0.089,-0.032
202022,0.0803825126915518,0.050224603034470586,0.0386844482988093,0.09,0.033,-0.03
