week,n,q1,q2,q3,q4,q5,hl,to_long,to_short,turnover,cost,hl_net
201544,29,0.08303584578559127,-0.04559249193356786,0.34296438910670685,0.14883055997790864,0.3435077648236669,0.26047191903807565,0.01752818540170708,0.3828825444549017,0.2002053649283044,0.0021658067502216675,0.258306112287854
201545,26,-0.1268413028946074,-0.1244836272301364,-0.13237754910547075,-0.27956234757863463,-0.2440748647295017,-0.1172335618348943,0.011912158622126452,0.14213888706737843,0.07702552284475243,0.0010813422807897256,-0.11831490411568403
201546,25,0.06781585905566385,0.008607148639206488,0.07767456846981176,0.06387976361720173,0.12139329424266342,0.05357743518699956,0.9989068172184192,0.9714138768976012,0.9851603470580101,0.013734992545786612,0.03984244264121295
201547,27,0.012553311075852794,0.04235395386161658,-0.01922020792430793,-0.0751666425525677,-0.11196812192182061,-0.1245214329976734,0.8906037115652484,0.9608475676256698,0.9257256395954592,0.013030402810396849,-0.13755183580807026
201548,26,-0.04112061128050974,-0.009043003881473778,0.08875440492692006,-0.003719067974047241,0.05157447384698738,0.09269508512749712,0.873333809492506,0.9360735187316844,0.9047036641120952,0.012804528610128273,0.07989055651736884
201549,27,0.00964290117900093,0.9382521643106266,0.14931141600466669,0.08689956764421676,0.1621311421515103,0.15248824097250938,0.9984497019916746,1.0,0.9992248509958372,0.013990698211950049,0.13849754276055934
201550,30,0.2082514135295833,-0.027819799285443952,0.07381476072122216,0.0035268992218263143,0.07621845676567575,-0.13203295676390753,0.045222426592440856,0.2549879994938753,0.15010521304315808,0.002033148084104372,-0.1340661048480119
201551,29,-0.057579469041488286,-0.01564212101483184,-0.0341967462714322,-0.10013378074170448,-0.02869430341980109,0.028885165621687196,0.0337854994515739,0.9424923437392659,0.48813892159541994,0.00768171206566663,0.021203453556020567
201552,31,-0.027159602199561206,0.0016445407378882088,0.03655849620163566,0.002108587167171139,-0.02674957718647977,0.0004100250130814366,0.010416040313240265,0.9052154896617254,0.45781576498748283,0.007311677999021329,-0.0069016529859398925
201601,32,0.013564360530936674,0.009696273938827642,0.06341107471602006,0.03599622230882449,-0.029433629602314694,-0.04299799013325137,0.9999999999999999,0.566750691030911,0.7833753455154555,0.010534005528247289,-0.05353199566149866
201602,30,0.11243239193604943,-0.07390796754726048,-0.05978043977145563,0.18444017991806716,0.46061038546918703,0.3481779935331376,0.9604344143835907,0.9928584819466093,0.9766464481651,0.013678099018499772,0.33449989451463785
201603,30,-0.05159114614143624,-0.04461329261723455,0.001062905807110456,-0.13038759992068688,0.21892970629399036,0.2705208524354266,0.8846027066059047,0.986063533585824,0.9353331200958643,0.01319612450832202,0.2573247279271046
201604,31,0.1692428225820237,0.012083777723594107,-0.06930557144170651,0.12962686227398101,0.4484009428601542,0.2791581202781305,0.26219882891571406,0.4505714442785408,0.35638513659712745,0.005236667704798562,0.2739214525733319
201605,38,0.024217905331327647,0.0976557427052736,-0.05084290434155224,-0.055823661850147414,-0.01954994311502695,-0.0437678484463546,0.18734033675292433,0.9995010918104028,0.5934207142816635,0.009569201707977508,-0.05333705015433211
201606,40,-0.16879452431500644,-0.025007335181227386,0.1410302391673344,0.05437059609970334,0.6497069527835944,0.8185014770986008,0.5528792882072235,0.9989282029218695,0.7759037455645466,0.011308397381463525,0.8071930797171373
201607,44,0.07729087229350601,0.1124986883716589,0.023469647459036833,0.02413598252655233,-0.14770387032660268,-0.22499474262010868,0.03574083793501087,0.8234294985888608,0.4295851682619358,0.007800723144919183,-0.23279546576502785
201608,46,0.021435028309259575,-0.06445996127641455,0.01075967833631112,0.023943492264069447,0.17035760756660337,0.14892257925734378,0.9610340827352817,0.8714870616936757,0.9162605722144788,0.012824370017744943,0.13609820923959884
201609,45,-0.07752798057374968,0.01383876773595904,0.06149786678060267,-0.006943023119418816,0.5083151542339484,0.585843134807698,0.9145189530860798,0.47461462842503416,0.6945667907555569,0.00899444579683791,0.5768486890108601
201610,46,0.029765209090911165,0.3608648944328383,-0.0070965991072789855,0.14455968068726172,0.20829046771608703,0.17852525862517588,0.013462109506784814,0.29861407860186573,0.15603809405432528,0.002416367243794267,0.1761088913813816
201611,50,-0.004380449875870835,0.00835603624810642,0.007805011002829005,-0.006621091840400408,-0.02433798942740345,-0.019957539551532615,0.07542289886502657,0.8257839997797084,0.4506034493223675,0.007120278928828814,-0.027077818480361428
201612,52,-0.02369728846428444,0.009839256307537427,-0.009360278102669518,0.01386986869585429,0.02058131166171251,0.04427860012599695,0.96782979793458,0.8099137034132571,0.8888717506739185,0.012242984925383744,0.03203561520061321
201613,57,0.03355243904680274,-0.0032142348680727463,0.011528663183065533,-0.09458483958722763,-0.061794048409337284,-0.09534648745614002,0.2750653368953502,0.5217171673120227,0.3983912521036864,0.006288419313590653,-0.10163490676973068
201614,57,-0.07179177713069858,0.01375658509222512,-0.11087166193327859,0.061231655098513096,-0.09865836820026994,-0.026866591069571358,0.8724307573895608,0.935705951074899,0.9040683542322299,0.012752568288004237,-0.039619159357575595
201615,55,-0.019541089301935512,-0.13947555645777224,-0.022749835872139596,0.001814273510731478,-0.17426178251076227,-0.15472069320882675,0.8756222358019006,0.7902206951445908,0.8329214654732457,0.011769312157245092,-0.16649000536607184
201616,54,0.01694911602658096,0.1198395776614766,-0.03498391159256212,0.010610299054226818,0.05804483197737898,0.04109571595079802,0.998208341890201,0.9795304073063626,0.9888693745982818,0.013825493309792108,0.027270222641005912
201617,53,-0.09854559159670778,-0.10363420635147251,-0.013379292323499702,0.036568674117284795,-0.004912820706406617,0.09363277089030117,0.03869731083608159,0.9707314568043212,0.5047143838202014,0.00798408479731986,0.0856486860929813
201618,53,0.3433684231248478,0.009307175963352756,0.058500608167618026,-0.05125146982741804,-0.0029190487829527886,-0.34628747190780057,0.03435901930744591,0.9919948924412477,0.5131769558743469,0.008167050579355262,-0.3544545224871558
201619,51,-0.00040341840563957055,-0.022057688601906118,-0.04620618806019493,0.014837131170665986,0.023623088734164733,0.024026507139804303,0.9757964217649728,0.9915263388815935,0.9836613803232832,0.013759445779439331,0.010267061360364971
201620,50,-0.007102717128219652,-0.08321702888471119,0.03733196739113814,-0.03864270602438935,0.01635907971561294,0.02346179684383259,0.8723861874745413,0.09595279688389677,0.48416949217921906,0.00600193949991842,0.01745985734391417
201621,49,-0.09523058337493251,0.032901105880918546,-0.05151011370000153,0.08287041727784315,-0.1466512988778387,-0.051420715502906195,0.8490063027651978,0.9884405755589188,0.9187234391620583,0.013268474451383759,-0.06468918995428996
201622,50,0.03402405098031728,0.05030553799061141,0.08762253112922018,0.18541340031215214,0.09689123909652504,0.06286718811620776,0.1812112916537309,0.9577224394665527,0.5694668655601418,0.008768991135489096,0.05409819698071866
201623,50,0.0624696187470908,0.03588087154541798,-0.0019454717958243947,0.04264542537565908,0.06661310690168211,0.004143488154591313,0.97267247568751,0.9364749997353219,0.954573737711416,0.01334274091020957,-0.009199252755618257
201624,51,0.2359094377053883,0.13949161829352913,0.1982192076413229,0.34126915750766673,0.22689011388605032,-0.009019323819337982,0.998369159254778,0.642567362918254,0.8204682610865159,0.011133799329491505,-0.020153123148829485
201625,55,-0.12676670715428956,-0.14478555381628017,-0.07925245350680638,-0.27776427668393877,-0.20128609921300847,-0.07451939205871891,0.9976679720704735,0.8220713672312483,0.9098696696508609,0.012116703550466748,-0.08663609560918566
201626,56,0.04652101480152299,-0.00439794589232588,0.07899966133589907,-0.07700212186489022,0.23109800010426707,0.18457698530274408,0.9892359904482098,0.934661722796265,0.9619488566222374,0.013436492776977324,0.17114049252576674
201627,57,-0.18422856124873946,-0.005060463463719561,-0.04865384203878566,0.017299802940925514,-0.22751380131514137,-0.043285240066401914,0.7508890637874795,0.9900445427247124,0.870466803256096,0.013157507931296313,-0.05644274799769823
201628,60,0.13236525020423362,0.08934542206038408,0.026432416097505775,0.14438293978524205,2.2635481255141654,2.131182875309932,0.8060984023882826,0.05334083728825009,0.42971961983826634,0.005979376527846828,2.1252034987820854
201629,61,0.015865019470997936,0.009137123183462891,0.060752870337194856,0.09423664980564335,-0.062342273697449054,-0.07820729316844699,0.19535619719569472,0.9617696807853183,0.5785629389905065,0.012122161267359493,-0.09032945443580648
201630,62,-0.011829060233587494,-0.04812033725410621,-0.015859869757217676,0.011472745070620374,-0.17556115821272697,-0.16373209797913948,0.2338132073094444,0.8951630989670556,0.56448815313825,0.008476301501779977,-0.17220839948091946
201631,59,-0.13859786071065194,-0.04591534231178055,-0.11953490398043075,-0.1261783344273497,-0.011785596218371167,0.12681226449228078,0.7942130591211003,0.30850330143728455,0.5513581802791925,0.0074329820263622625,0.11937928246591852
201633,62,-0.02562816569743632,0.03864653390803937,-0.024254212608982022,-0.06778601203043903,0.14240670561495578,0.1680348713123921,0.3947914916689364,0.9139019862492794,0.6543467389591079,0.009706333962552884,0.1583285373498392
201634,56,-0.15769488970804155,0.00035955990471110493,0.005347997999659977,0.02435398865773078,0.03511012051153415,0.1928050102195757,0.5249796229980596,0.9635485864433968,0.7442641047207281,0.010865630291763748,0.18193937992781195
201635,59,-0.10157761869518639,0.035614974932219656,-0.03066612212933772,-0.002066510250474995,0.27431083838204573,0.3758884570772321,0.6740678687915826,0.8691036275759236,0.7715857481837531,0.011533531160469287,0.36435492591676283
201637,72,-0.00039039316761117727,0.050870147610960925,-0.020645456477086672,-0.08123368438209223,-0.22370835765619876,-0.2233179644885876,0.474966071660547,0.9365216458554805,0.7057438587580137,0.011392437298570156,-0.23471040178715774
201644,71,-0.11073734809201168,-0.12408482987278953,-0.06213971608114863,-0.05547782463762112,0.0003915890230882307,0.11112893711509991,0.9975502919667957,0.9155985741406016,0.9565744330536987,0.013368139449552252,0.09776079766554766
201646,67,0.011501138100935237,-0.0298241182038048,-0.056871153663542805,-0.05763488939823325,0.035251653980773866,0.02375051587983863,0.012978896081987223,0.9358408167970793,0.47440985643953326,0.007546649296286757,0.01620386658355187
201649,66,-0.022682432727249402,0.04523876411628146,-0.051388444932375064,0.01828524904977363,0.027511353781466907,0.05019378650871631,0.992170429948693,0.9884499415163731,0.990310185732533,0.01386371945903805,0.036330067049678255
201650,68,0.020453594378186855,0.01578554029588862,-0.037463721472969044,0.027232701192687045,0.008478675805959934,-0.011974918572226921,0.9941891513066801,0.972001822869043,0.9830954870878615,0.013728129540714857,-0.02570304811294178
201651,67,0.03820873651090508,-0.029796542585494544,-0.0292114647908389,0.11011977844686141,0.07433566089647237,0.036126924385567284,0.9979823377704021,0.8392137035817107,0.9185980206760564,0.012437005139100631,0.023689919246466653
201652,66,0.06548019868820802,0.016432107339429847,0.13942466714717153,0.25638751860711034,0.11380833583444125,0.04832813714623323,0.9944199036049043,0.9809450381146989,0.9876824708598015,0.013814079726547017,0.03451405741968621
201701,68,0.02824686896635018,-0.023717437556524758,0.14535257648646477,-0.035253535589583336,-0.05512514384091952,-0.0833720128072697,0.030246386006112597,0.9975349265943586,0.5138906563002356,0.008160597700564992,-0.09153261050783469
201702,67,0.010966633213161905,0.03853347672023505,-0.09887504479747979,0.04682095672675993,-0.0549391348715225,-0.0659057680846844,0.9700404994434689,0.6355387337792686,0.8027896166113688,0.010919104983918761,-0.07682487306860317
201703,74,0.12436165290147021,0.13181461845285844,0.1461044381372695,0.12600046698658757,0.007689403879719733,-0.11667224902175047,0.9874488736712228,0.9971718950008298,0.9923103843360264,0.013918793138227588,-0.13059104215997805
201704,81,-0.005271348821203541,-0.02237542481538093,0.0009465313876541124,0.010821934285900042,0.12694331356551902,0.13221466238672255,0.9223169521377754,0.9980433415302699,0.9601801468340226,0.013594394837760426,0.11862026754896213
201705,84,0.039923347047940316,0.07734774154749999,0.12985718621839623,0.18357188755355344,0.187661216890517,0.1477378698425767,0.7833775359046069,0.48538133851181275,0.6343794372082099,0.008731626934704279,0.13900624290787242
201706,87,-0.024368584410746748,-0.04425750349684865,-0.06860527366747345,-0.034634098902163735,-0.0708627585157009,-0.04649417410495415,0.8492039314451639,0.47022977879534883,0.6597168551202564,0.00877143270472942,-0.055265606809683565
201707,86,-0.08252010112513342,0.050375150659277626,0.023339060132295034,0.04972632466028588,0.11623837612055972,0.19875847724569312,0.9429152307603452,0.4004234325645472,0.6716693316624462,0.008860878845078449,0.18989759840061468
201708,89,0.0012713766880216937,-0.03767971572204481,0.019052238744496946,-0.05044714260215731,0.07947661548662752,0.07820523879860582,0.9308129078549764,0.3853944928120003,0.6581037003334883,0.008448497392421718,0.0697567414061841
201709,91,0.027229428304400387,0.10131018667224455,0.13581099771200694,0.01919829673756255,0.11892248704235829,0.09169305873795791,0.018738348022895902,0.818314450821363,0.41852639942212944,0.0065904711061799915,0.08510258763177792
201710,94,-0.053426731119953906,0.10864824967818604,0.029764891192587885,-0.007983751880270248,-0.03527037685211721,0.018156354267836697,0.023603302383775487,0.7522548471868106,0.38792907478529304,0.006257889865203249,0.011898464402633448
201711,88,0.20081483097807132,0.04399416126161293,-0.16952758442215524,0.17168214647073501,0.5197585083356345,0.31894367735756324,0.8767000234331895,0.26740804879352376,0.5720540361133566,0.007461065432647971,0.3114826119249153
201712,93,0.00026514223903476746,0.03900950779839288,0.13371962026485046,0.4338688009654612,0.044783040809302545,0.04451789857026778,0.8093654044935091,0.9990126491310075,0.9041890268122583,0.012837508562960698,0.03168039000730708
201713,108,0.11342826612550488,0.3169928658486438,-0.08141930401638466,0.31796503010359367,0.09586514563384159,-0.017563120491663295,0.9135001225947629,0.007468954464938386,0.4604845385298506,0.005543203209243448,-0.023106323700906744
201714,120,-0.008390816845277663,0.04415692454168172,0.03722543088520524,-0.048871527953058345,0.17928069863619045,0.1876715154814681,0.9879779537810567,0.9976963099471206,0.9928371318640886,0.013927400414549174,0.17374411506691892
201715,124,0.10268750734980409,0.07414005023303888,0.049422422335588925,0.20407012929611265,0.002084399853413346,-0.10060310749639075,0.9959653971222552,0.8203794305103087,0.9081724138162819,0.012538827826816003,-0.11314193532320675
201716,131,0.08061782772150777,0.03853791779197654,0.18700916794059197,0.15267132829704066,-0.07213063783639068,-0.15274846555789845,0.9948120663550759,0.9289987471810129,0.9619054067680444,0.013342942993680228,-0.16609140855157867
201717,143,0.5099078034350636,0.39802760571804696,0.18847426113187488,0.07983835261892405,0.32029717983241807,-0.18961062360264552,0.958326393310722,0.7431474018043146,0.8507368975575182,0.011695137574298848,-0.20130576117694438
201718,155,0.16486951094895336,0.15623302414373463,0.6685639489049481,0.20712268287339994,0.5003767524708934,0.33550724152194006,0.9515561032761518,0.9714779676278731,0.9615170354520124,0.013362455344602304,0.32214478617733777
201719,163,0.027407107647962305,0.02034277765839313,-0.06901611152312598,0.08567756914857162,0.7292131395179785,0.7018060318700162,0.7182731165570168,0.5284204268733245,0.6233467717151706,0.008932446512572275,0.6928735853574439
201720,175,0.16436324403643937,0.183516802156215,0.3935589009037499,0.2797388583370104,0.21545342820770041,0.051090184171261044,0.9860229793477231,0.7981721998833993,0.8920975896155612,0.012295986066569365,0.03879419810469168
201721,184,-0.11878632895800828,-0.18274635514163182,-0.27126085111568965,-0.02022879328455458,0.16267062317182499,0.28145695212983324,0.9918125302119516,0.898242242124383,0.9450273861681673,0.013136167992649404,0.26832078413718385
201722,193,0.36942826056883915,0.39625300464212637,0.36790211420299224,0.23541269496807404,0.4202109618560773,0.05078270128723816,0.17179626593954006,0.9407926690452008,0.5562944674923704,0.0087681264084953,0.04201457487874286
201723,217,0.15313479099265945,-0.02690232681822436,0.49871023389463337,0.1794461581960277,0.08829555028897211,-0.06483924070368734,0.9302859611810369,0.8066869521915591,0.868486456686298,0.01224077610446411,-0.07708001680815145
201724,228,0.01997476906395048,-0.0443347907311885,0.14297062458097892,-0.0785687975754486,0.10423915880784983,0.08426438974389935,0.9798435298402607,0.9585823554643484,0.9692129426523046,0.013547720022756348,0.070716669721143
201725,229,0.006804716363667953,0.12295402263733565,-0.016390149706045028,0.03179815921147716,-0.11801280037226884,-0.1248175167359368,0.15847035304228105,0.8841017858223972,0.5212860694323391,0.007972907994422565,-0.13279042473035937
201726,241,-0.2085126095908671,-0.10524402557858055,-0.13171253642084155,-0.18006957483579686,-0.19525648710526486,0.013256122485602234,0.9864151479165064,0.6981488275091347,0.8422819877128205,0.011543446771896643,0.0017126757137055915
201727,249,-0.038553830428423565,-0.05918183681878072,0.00527456899586362,0.12986277053189407,-0.012565086827776626,0.025988743600646937,0.784100536934111,0.43297733291280643,0.6085389349234587,0.00819895646426368,0.017789787136383257
201728,252,-0.38318467595811345,-0.3024074264502129,-0.31517251683147246,-0.23306012010920768,-0.309825303625309,0.07335937233280443,0.8073766395270999,0.8011644199602947,0.8042705297436974,0.011066110019186613,0.062293262313617814
201729,260,0.39665318419015666,0.2391558041592514,0.39841001725638436,0.5148601075885387,0.21509465711432638,-0.18155852707583028,0.5657607624937641,0.9892233397911037,0.7774920511424339,0.011514069494539713,-0.19307259657037
201730,269,-0.12106416578474538,-0.10771183085782991,-0.1037017228472884,-0.08678450612789307,-0.05156976157836263,0.06949440420638275,0.9982566717149954,0.9975413437623892,0.9978990077386923,0.013958887900220311,0.05553551630616244
201731,279,0.1643242258539322,0.10909386742168813,0.24257325217940212,0.2662264350174689,0.20171190062683803,0.03738767477290583,0.11972906523902019,0.7862517547561201,0.4529904099975701,0.006959428446318677,0.030428246326587156
201732,287,0.09897865316910723,-0.016884994977933086,0.023499832336429605,0.013096517436471217,0.22132083165216576,0.12234217848305853,0.3135170931915084,0.9446506817909878,0.6290838874912481,0.0094056290042074,0.11293654947885114
201733,301,-0.10288544559004602,0.7224213382544558,0.0031680573650041646,-0.042205217267079015,0.08126283079025408,0.1841482763803001,0.33317541762934677,0.9387631438543874,0.6359692807418671,0.009548319299739842,0.17459995708056025
201734,306,0.10099886141779638,0.27388177154360666,0.15718098544497872,0.10044161561364358,0.03282001311854451,-0.06817884829925186,0.1882211209988826,0.858873670268369,0.5235473956336258,0.007935641616771563,-0.07611448991602342
201735,314,0.011161182119630915,-0.021888933269397375,0.08210933952066246,0.042531644601794795,-0.06170663873350684,-0.07286782085313775,0.9316803840799976,0.4555751975139964,0.693627790796997,0.009393533599584338,-0.08226135445272209
201736,325,-0.1719537187581981,-0.10977916262355554,-0.17502982225690927,-0.12887750788888885,-0.08219325338427984,0.08976046537391826,0.9463796179445048,0.7001403037133536,0.8232599608289292,0.010819106714186653,0.0789413586597316
201737,325,-0.2147046058045108,-0.15193050172895503,-0.17229890752809596,-0.14560163084632324,-0.21702025207029035,-0.002315646265779542,0.8751444127178858,0.7597294513625559,0.8174369320402208,0.011342277227325108,-0.01365792349310465
201738,318,0.08142211816865765,-7.84247754579056e-05,0.10548827375542331,0.04840183384886482,-0.06253163580443725,-0.1439537539730949,0.79181515266677,0.7011398783924802,0.746477515529625,0.010359215011480152,-0.15431296898457506
201739,320,0.12978579471869492,0.06279823534243632,0.15012694646662508,0.07181150160269661,0.024791590309583913,-0.104994204409111,0.8892583102386277,0.9405793798208165,0.9149188450297221,0.012903415566070765,-0.11789761997518176
201740,339,-0.14325997399226806,0.03969925033713319,0.017988739204188114,0.01566929825824262,-0.03329048528046792,0.10996948871180014,0.8818739328498002,0.9276845036707364,0.9047792182602683,0.012656721932516803,0.09731276677928333
201741,342,-0.09410360226147221,-0.03239562140162217,0.028622357808878528,0.06862630947222419,0.2710674252585707,0.36517102752004293,0.9495006853422963,0.18658651368493911,0.5680435995136177,0.007057829568789995,0.35811319795125296
201742,351,-0.0533145331851156,-0.036973189896511965,-0.04037075137789585,-0.09545419919352327,-0.01839525811288057,0.03491927507223503,0.2690843691997523,0.9137495510784238,0.5914169601390881,0.008901013240500954,0.02601826183173408
201743,361,0.01099305331892422,-0.015498243462543549,0.12834372568947963,-0.017124813946504426,-0.04507809481734548,-0.056071148136269705,0.2994877654078606,0.753040166407017,0.5262639659074388,0.008051522370879818,-0.06412267050714952
201744,367,0.01305448853761575,0.001383815172004175,0.024093336096587845,0.2734986527141795,0.2756996551377959,0.2626451666001801,0.9769379291529875,0.8029607139779446,0.889949321565466,0.012298934687935456,0.25034623191224464
201745,382,0.08960885878483775,0.21217713611627034,0.08751439003748392,0.047469223522268754,-0.030823213623972636,-0.12043207240881039,0.9139716880929303,0.8900031990707292,0.9019874435818298,0.012520312955871245,-0.13295238536468162
201746,400,0.1766951487658737,0.06738063777909721,0.04746642202140391,0.21361272874755385,0.07457415972542861,-0.10212098904044509,0.806302379001492,0.9200604198708427,0.8631813994361675,0.012654770580307374,-0.11477575962075245
201747,411,0.13159614913532855,0.16940578172710644,0.18921590858732185,0.2801762082578189,0.14490142897923908,0.013305279843910528,0.7676311659087811,0.8542706346356984,0.8109509002722397,0.011441997852881578,0.0018632819910289495
201748,433,0.07944634095108341,0.11871514991769364,0.2823286045301441,0.2480137902568559,0.006952177694741406,-0.072494163256342,0.7924061123053715,0.6984120351115529,0.7454090737084622,0.010253754468601241,-0.08274791772494325
201749,456,-0.01572498413356335,0.0053136453098454545,0.007909636012703551,0.37076211113662466,0.42464941746790985,0.4403744016014732,0.8592631754176404,0.9588712025921462,0.9090671890048934,0.013043116312810148,0.42733128528866304
201750,483,0.4129399439670169,0.7262959315523938,0.3705946187366325,0.44035730935063533,0.32579414443082155,-0.08714579953619533,0.9109459175857089,0.8796585134936706,0.8953022155396897,0.012457274154886469,-0.0996030736910818
201751,502,0.14286888170685386,0.5507495585256862,0.07370975599645202,-0.2130450373739579,0.3609658435064496,0.21809696179959576,0.9340707975968708,0.47537956346307475,0.7047251805299728,0.00886043087276486,0.2092365309268309
201752,516,0.023019974741287128,-0.027261160679026144,0.10534836085437703,-0.11456422431067402,0.6716514176110666,0.6486314428697795,0.3704833336233787,0.9725435832926996,0.6715134584580391,0.010581235978910435,0.638050206890869
201801,564,0.18663137854865486,0.38074835349073766,0.8993531351479591,0.5562943292651669,0.496385380458982,0.30975400191032715,0.2373481919813949,0.9522536968949067,0.5948009444381508,0.009492632083711932,0.3002613698266152
201802,623,-0.14750393615688498,-0.30367695641093034,0.10283437040019056,-0.26512128685648606,-0.29389110329353124,-0.14638716713664626,0.9737333550692255,0.1729411001182613,0.5733372275937434,0.0073131954452697245,-0.153700362581916
201803,626,-0.26536115521916126,-0.1743730873235863,-0.23978399315616675,-0.26106544816743427,-0.2267950012169812,0.03856615400218005,0.9894931160201277,0.8435434863280677,0.9165183011740977,0.012758328177425227,0.025807825824754826
201804,630,-0.010912547245267043,0.031470106413163425,0.03332830522739516,0.16244350367020136,0.0897370284234124,0.10064957566867944,0.8309604734091921,0.6729853619413804,0.7519729176752863,0.010296099102355943,0.09035347656632349
201805,596,-0.29501344109866556,-0.4134759983312987,-0.31762901360666806,-0.3637862417180938,-0.34379853249635456,-0.048785091397688995,0.9238094998913529,0.8560205294402162,0.8899150146657846,0.01229373914670865,-0.061078830544397646
201806,609,0.021438978043549113,-0.016531601081739775,0.03747894659772379,-0.011156387544530683,-0.05280199973906245,-0.07424097778261157,0.9511058144753944,0.9756816700153216,0.963393742245358,0.013504341487850471,-0.08774531927046204
201807,620,0.14886391242545877,0.1673000795285789,0.16461770438377202,0.14507347310930396,0.2494439757583137,0.10058006333285494,0.9441100335297541,0.9274413998007043,0.9357757166652292,0.013012845666836775,0.08756721766601816
