target_week,yyyyww,n_coins,n_selected,selected,lam,aicc,n_pooled
335,202023,743,12,1 2 6 7 9 16 18 19 21 25 26 27,0.0003288012115492907,-114411.66773869698,35759
336,202024,755,11,1 2 7 9 16 18 19 21 25 26 27,0.00037176771743144114,-114051.09057912785,35723
337,202025,770,12,1 2 6 7 9 16 18 19 21 25 26 27,0.00028943501436353575,-113989.25722694062,35690
338,202026,768,15,1 2 6 7 9 10 16 17 18 19 21 24 25 26 27,0.00010592824846250729,-115975.65555540516,35667
339,202027,735,16,1 2 6 7 9 11 13 16 18 19 21 22 24 25 26 27,7.313203200702252e-05,-115979.14774399048,35628
340,202028,741,17,2 5 6 7 9 11 13 16 17 18 19 21 22 24 25 26 27,0.00010519119588554267,-117230.83963083323,35595
341,202029,751,16,2 5 6 7 9 11 13 16 17 18 19 21 22 25 26 27,0.00020616585693989086,-117022.64932154199,35575
342,202030,761,14,2 5 6 7 9 11 16 17 18 19 21 25 26 27,0.0002935964176649536,-116671.20118108571,35566
343,202031,782,13,2 5 6 7 9 11 16 18 19 21 25 26 27,0.00018499587073986855,-116707.67802863209,35568
344,202032,802,12,5 6 7 9 11 16 18 19 21 25 26 27,0.00018084913831067893,-115300.78763675787,35595
345,202033,832,13,5 6 7 9 10 11 16 18 19 21 25 26 27,0.0004313840207586046,-113744.94212103623,35640
346,202034,850,14,1 2 5 6 7 9 10 11 16 18 19 21 25 26,0.00022862933979459903,-112648.83268614404,35719
347,202035,847,13,2 5 6 7 9 11 16 18 19 21 25 26 27,0.00027991734939850316,-111677.40956998478,35787
348,202036,865,12,2 5 6 7 9 11 16 18 19 21 25 26,0.00016922340839093327,-111053.58712203722,35874
349,202037,851,12,2 5 6 7 9 11 16 18 19 21 25 26,0.00018981671991039143,-111336.878536997,35949
350,202038,854,13,2 5 6 7 9 11 16 18 19 21 25 26 27,0.00036270423741194366,-112071.99504040451,36041
351,202039,858,14,1 2 5 6 7 9 11 16 18 19 21 25 26 27,0.00027899406992579147,-111807.52200634775,36140
352,202040,877,16,0 1 2 5 6 7 9 14 16 17 18 19 21 25 26 27,4.043062202545407e-05,-109905.18401773214,36275
353,202041,890,14,1 5 6 7 11 13 15 16 18 19 21 25 26 27,0.00032876755986044337,-110502.11706898401,36438
354,202042,976,14,1 5 7 9 11 14 15 16 18 19 21 25 26 27,0.0003625549365663375,-111070.85380586926,36634
355,202043,904,18,0 1 5 6 7 9 10 14 15 16 17 18 19 21 24 25 26 27,4.0270029235887e-05,-111440.3605266728,36838
356,202044,910,16,0 1 6 7 9 10 12 15 16 18 19 21 24 25 26 27,0.00015473410552110798,-111797.17837766571,37058
357,202045,905,16,0 1 6 7 9 10 11 15 16 18 19 21 24 25 26 27,6.44875116576192e-05,-112679.82597493821,37289
358,202046,920,13,1 7 9 10 12 15 18 19 21 24 25 26 27,0.00011275891596416988,-112321.32525606384,37525
359,202047,950,14,1 7 9 10 12 15 16 18 19 21 24 25 26 27,0.0002528172647514411,-113086.08319084141,37682
360,202048,944,13,0 1 7 9 13 15 18 19 21 24 25 26 27,0.0004354237048523726,-113500.74059514502,37880
361,202049,379,13,0 1 7 9 10 15 18 19 21 24 25 26 27,0.00017372153866309855,-112576.69383322753,37621
362,202050,950,13,0 1 7 9 10 15 18 19 21 24 25 26 27,8.347505508097751e-05,-111822.3697096975,37358
363,202051,972,12,0 1 7 9 10 11 15 18 19 21 24 26,0.00031459448312079675,-112630.23021921318,37657
364,202052,996,11,1 7 9 11 15 18 19 21 24 26 27,0.00027920434088139095,-112733.23194526555,37967
365,202101,988,13,0 1 7 9 11 15 16 18 19 21 24 26 27,0.00017992122125766845,-111677.16160034147,38284
366,202102,1026,10,1 7 14 16 18 19 21 24 26 27,0.00030600694510733234,-111133.57708404463,38616
367,202103,1032,8,7 9 16 18 19 21 24 26,0.0004501314811758797,-111572.12916746532,38946
368,202104,1025,9,1 7 9 16 18 19 21 24 26,0.0003021156176680246,-112084.43273775255,39278
369,202105,1084,8,7 9 16 18 19 21 24 26,0.0003103240240854746,-110535.33012777654,39594
370,202106,1084,10,2 7 9 11 16 18 19 21 24 26,0.00027562952254331336,-109648.09281149154,39943
371,202107,1142,13,2 7 9 10 11 14 16 18 19 21 24 26 27,7.388075721114161e-06,-100677.53787956637,40316
372,202108,1208,11,2 7 9 10 16 18 19 21 24 26 27,0.00010036366745422369,-99809.95333969199,40734
373,202109,1191,13,2 7 9 14 15 16 17 18 19 21 24 26 27,0.00011847569507441436,-100010.7680809243,41179
374,202110,1204,13,2 7 9 14 15 16 17 18 19 21 24 26 27,7.244122298275939e-05,-100696.32750986595,41657
375,202111,1226,13,2 7 9 14 15 16 17 18 19 21 24 26 27,0.00010780358623425737,-99516.8136389825,42148
376,202112,1259,14,2 7 9 14 15 16 17 18 19 21 24 25 26 27,3.3906467118926697e-06,-96142.1116337314,42746
377,202113,1257,12,2 7 15 16 17 18 19 21 24 25 26 27,0.0004000663372299652,-96284.27939356299,43355
378,202114,1311,12,2 7 15 16 17 18 19 21 24 25 26 27,0.00029169897018124677,-95121.9071203057,43966
379,202115,1341,9,7 15 17 18 19 21 24 25 26,0.0004511561019560694,-95916.0531051988,44620
380,202116,1353,11,2 7 9 15 17 18 19 21 24 25 26,0.0001642260256640458,-96503.9095673761,45271
381,202117,1351,13,7 9 11 13 15 17 18 19 21 24 25 26 27,0.0001629143881070493,-97748.26107335625,45922
382,202118,1387,12,7 9 11 13 15 18 19 21 24 25 26 27,0.00011684099222153004,-98990.6600099184,46585
383,202119,1420,11,7 9 13 15 18 19 21 24 25 26 27,0.00019643892773759443,-99987.93774725012,47266
384,202120,1418,9,7 13 18 19 21 24 25 26 27,0.000660815180514759,-100980.00706032406,47965
385,202121,1395,10,7 9 13 18 19 21 24 25 26 27,0.0003252362651379149,-102811.92339909698,48628
386,202122,1390,10,7 9 13 18 19 21 24 25 26 27,0.0003382628324378115,-104857.02363010435,49276
387,202123,1411,11,7 9 13 15 18 19 21 24 25 26 27,0.00013417226871173274,-106419.05911728666,49923
388,202124,1393,10,7 9 13 18 19 21 24 25 26 27,0.00033434140598949575,-108389.46806161222,50554
389,202125,1384,12,7 9 13 15 17 18 19 21 24 25 26 27,6.053333980695907e-06,-110120.41803112293,51163
390,202126,1428,13,7 9 13 14 15 17 18 19 21 24 25 26 27,3.325389747267181e-05,-111830.86127464577,51727
391,202127,1338,11,7 9 13 15 18 19 21 24 25 26 27,4.2637700784514916e-05,-113489.73955473956,52312
392,202128,1339,11,7 9 13 15 18 19 21 24 25 26 27,0.00022885686101673295,-115223.63451591316,52897
393,202129,1343,10,7 9 13 18 19 21 24 25 26 27,0.00036308072149457654,-116801.99108021098,53490
394,202130,1324,10,7 9 13 18 19 21 24 25 26 27,0.0001435709971634948,-118701.56319382245,54063
395,202131,1357,11,7 9 11 13 18 19 21 24 25 26 27,0.000206862691554664,-120057.53987806897,54621
396,202132,1382,10,7 9 17 18 19 21 24 25 26 27,0.00042134277202536064,-122023.5048087491,55185
397,202133,1420,8,7 9 18 19 21 24 26 27,0.00032971221718125396,-123603.13715527268,55755
398,202134,1443,12,7 9 11 14 15 17 18 19 21 24 26 27,0.00015250004677051692,-125032.0989017091,56324
399,202135,1447,11,7 9 11 14 15 18 19 21 24 26 27,0.00013353183701987487,-126273.75032945818,56903
400,202136,1489,11,7 9 11 14 15 18 19 21 24 26 27,5.152580337929784e-06,-128174.8452135663,57493
401,202137,1474,13,7 9 11 13 14 15 18 19 21 24 25 26 27,6.892501412838429e-05,-129499.26528111198,58110
402,202138,1489,13,7 9 11 13 14 15 18 19 21 24 25 26 27,5.2209285535487826e-05,-131324.8495790391,58728
403,202139,1480,13,7 9 11 13 14 15 18 19 21 24 25 26 27,0.00010307198409812092,-133448.12066012755,59351
404,202140,870,15,7 9 11 12 13 14 15 17 18 19 21 24 25 26 27,1.6281754427488354e-06,-134617.42481801068,59375
405,202141,1510,16,7 9 10 11 12 13 14 15 17 18 19 21 24 25 26 27,1.1981588302326778e-05,-134638.4943910218,59376
406,202142,1529,15,7 9 10 12 13 14 15 17 18 19 21 24 25 26 27,1.6079419251809068e-06,-135826.6751146796,59981
407,202143,1565,15,7 9 10 12 13 14 15 17 18 19 21 24 25 26 27,1.503047173201267e-06,-137529.3129033887,60619
408,202144,1559,13,7 9 12 13 15 17 18 19 21 24 25 26 27,0.00015677687845118394,-138229.42816636263,61269
409,202145,1596,13,7 9 12 13 15 17 18 19 21 24 25 26 27,0.00013206243506382992,-137624.33206674014,61915
410,202146,1620,13,7 9 12 13 15 17 18 19 21 24 25 26 27,0.00015539835251818134,-139379.84996776367,62591
411,202147,1620,13,7 9 12 13 15 17 18 19 21 24 25 26 27,0.00024691297951475897,-141277.33016953844,63343
412,202148,1631,14,7 9 11 12 13 15 17 18 19 21 24 25 26 27,1.3410728727677021e-05,-143055.76086698472,64109
413,202149,1634,14,7 9 11 12 13 15 17 18 19 21 24 25 26 27,1.1197047631236549e-05,-146667.4864023651,65333
414,202150,1613,13,7 9 12 13 15 17 18 19 21 24 25 26 27,8.37122479209539e-05,-150214.519175703,66532
415,202151,1611,13,7 9 12 13 15 17 18 19 21 24 25 26 27,9.528664049415379e-05,-152182.0584061568,67167
416,202152,1634,14,0 7 9 12 13 15 17 18 19 21 24 25 26 27,2.8633177226946272e-05,-154509.09311784722,67805
417,202201,1609,12,7 9 13 15 17 18 19 21 24 25 26 27,0.0003396040857745732,-156722.45675725184,68433
418,202202,1601,13,7 9 12 13 15 17 18 19 21 24 25 26 27,0.00010024574908437931,-159319.94443294813,69026
419,202203,1602,14,7 9 12 13 15 16 17 18 19 21 24 25 26 27,5.4536387951226985e-05,-161432.13651750304,69608
420,202204,1555,11,7 9 13 17 18 19 21 24 25 26 27,0.0003040652218458588,-163544.79587231812,70144
421,202205,1545,15,0 7 9 12 13 15 16 17 18 19 21 24 25 26 27,3.313072836325241e-06,-166870.40347190262,70676
422,202206,1572,13,0 7 9 13 15 16 18 19 21 24 25 26 27,8.971585576513214e-05,-169886.91236421978,71181
423,202207,1581,14,7 9 10 11 13 16 17 18 19 21 24 25 26 27,0.0002465032042389075,-180350.37574415279,71662
424,202208,1574,14,0 7 9 10 13 15 16 17 19 21 24 25 26 27,9.11865615811112e-05,-184376.1957666786,72081
425,202209,1546,12,0 7 9 13 16 17 19 21 24 25 26 27,0.000189847809667036,-187211.05265676376,72456
426,202210,1542,12,7 9 10 13 16 17 19 21 24 25 26 27,0.000300393438434242,-189401.35252274267,72814
427,202211,1530,12,0 7 9 13 16 17 19 21 24 25 26 27,0.00017199955732838496,-194300.23778488347,73162
428,202212,1536,12,0 1 7 13 16 17 19 21 24 25 26 27,4.529146303289363e-06,-203013.6373774119,73459
429,202213,1554,13,0 1 7 9 13 16 17 19 21 24 25 26 27,9.70417947899681e-06,-206788.57495909955,73755
430,202214,1569,12,1 7 9 13 16 17 19 21 24 25 26 27,0.00020906003619641984,-212886.27663744584,74045
431,202215,1564,13,1 7 12 13 14 16 17 19 21 24 25 26 27,7.968096237876167e-05,-216224.641789845,74292
432,202216,1552,11,1 7 10 14 16 17 19 21 24 26 27,4.35448727227358e-05,-219967.69627916484,74513
433,202217,1544,11,0 1 7 14 16 17 19 21 24 26 27,4.09558414321167e-05,-223127.83791277,74724
434,202218,1511,13,0 1 5 7 13 14 16 17 19 21 24 26 27,1.6524746295132073e-05,-225926.61936819088,74889
435,202219,1495,14,0 5 7 10 11 12 16 17 19 21 22 24 26 27,0.00014471026864612568,-229358.3215348242,74992
436,202220,1383,16,0 5 6 7 10 11 12 13 16 17 19 21 22 24 26 27,5.9551280343281446e-05,-232247.40445801802,74985
437,202221,1377,16,0 5 6 7 10 11 12 13 16 17 19 21 22 24 26 27,9.336122778728685e-05,-232382.00171476402,74985
438,202222,1366,15,0 5 6 7 10 11 12 13 16 19 21 22 24 26 27,5.457378420058e-05,-232450.46256079056,74976
439,202223,1371,15,0 5 6 7 10 11 12 13 16 19 21 22 24 26 27,1.3432369406245677e-05,-233136.67235470164,74956
440,202224,1360,14,0 6 7 10 11 12 13 16 19 21 22 24 26 27,4.920782124378938e-05,-233429.06916449888,74932
441,202225,1291,16,0 2 6 7 10 11 12 13 16 17 19 21 22 24 26 27,1.1325772930815818e-06,-233702.31206359793,74848
442,202226,1307,14,0 5 6 7 10 11 13 17 19 21 22 24 26 27,7.226257388255055e-05,-233342.37166115368,74811
443,202227,1279,13,0 5 6 7 11 13 17 19 21 22 24 26 27,0.00014499464504069158,-233720.60835298878,74765
444,202228,1303,15,0 5 6 7 11 13 16 17 18 19 21 22 24 26 27,0.00014232054767047368,-233870.99506476108,74724
445,202229,1298,13,0 5 6 7 13 17 18 19 21 22 24 26 27,7.952824401234196e-05,-234684.21343192057,74682
446,202230,1319,12,0 5 7 11 13 16 18 19 21 24 26 27,0.00021905017525524506,-234597.84548772912,74660
447,202231,1336,13,0 5 6 7 11 13 16 18 19 21 24 26 27,0.00023143682532409174,-235911.90570747535,74655
448,202232,1252,13,0 5 6 7 11 13 16 18 19 21 24 26 27,7.514490501535215e-05,-236805.87399710127,74629
449,202233,1261,14,0 6 7 11 13 16 18 19 21 23 24 25 26 27,2.4553132205044845e-05,-238174.28504199634,74510
450,202234,1330,12,0 6 7 11 13 16 18 19 21 24 26 27,0.00011561292518961901,-240058.0642326838,74331
451,202235,1319,14,0 3 5 6 7 11 13 16 18 19 21 24 26 27,2.029878280458391e-06,-242798.358608812,74221
452,202236,1316,13,0 3 5 7 11 13 16 18 19 21 24 26 27,2.5317261148251603e-06,-243520.65603526903,74094
453,202237,1317,14,0 3 5 7 11 13 15 16 18 19 21 24 26 27,1.726118308002656e-05,-245012.95578585754,73947
454,202238,1298,14,0 3 5 7 11 13 15 16 18 19 21 24 26 27,1.5022300962308987e-06,-245017.85412572513,73776
455,202239,1298,14,0 5 7 11 13 15 16 18 19 21 23 24 26 27,8.511176719190459e-05,-245039.82419804644,73604
456,202240,1305,14,0 3 5 7 11 13 15 16 18 19 21 24 26 27,9.235215057642111e-07,-246876.33005414277,74029
457,202241,1291,12,0 5 7 11 13 15 18 19 21 24 26 27,8.593638617925524e-05,-248760.99558947035,74447
458,202242,1293,12,0 5 7 11 13 15 18 19 21 24 26 27,7.662879787982239e-05,-250740.37414434427,74233
459,202243,1303,12,0 5 7 11 13 15 18 19 21 24 26 27,0.00013443549229717478,-251641.1087747583,73995
460,202244,1302,11,0 5 7 11 15 18 19 21 24 26 27,8.132094292717467e-05,-255939.9995364013,73738
461,202245,1308,12,0 5 7 11 14 15 18 19 21 24 26 27,0.00016022298623938376,-264676.5980235781,73491
462,202246,1246,13,0 5 7 9 11 14 15 18 19 21 24 26 27,2.7271209486785842e-05,-267254.2520665169,73161
463,202247,1231,12,0 5 7 9 11 14 18 19 21 24 26 27,8.040005473610972e-05,-268370.9468044552,72813
464,202248,1225,12,0 2 5 9 11 15 18 19 21 24 26 27,2.453280322014282e-06,-270451.35638352134,72423
465,202249,1230,12,0 2 5 9 11 15 18 19 21 24 26 27,9.953847163040019e-07,-270029.2650091214,72022
466,202250,1226,14,0 2 4 5 9 11 13 15 18 19 21 24 26 27,1.6889630259633971e-06,-269285.59605461825,71661
467,202251,1209,13,0 2 5 9 11 15 18 19 21 22 24 26 27,2.295714396937954e-06,-268587.1465722547,71283
468,202252,1213,13,0 2 5 9 11 15 18 19 21 22 24 26 27,2.3587015649276516e-06,-268675.7448954268,70881
469,202301,1217,13,0 2 5 9 11 14 18 19 21 22 24 26 27,8.846648113086959e-07,-271637.2638691073,70486
470,202302,1229,15,0 2 5 9 11 14 15 18 19 21 22 24 25 26 27,2.4559292449068346e-06,-271699.5229745302,70120
471,202303,1271,14,0 2 5 9 11 15 18 19 21 22 24 25 26 27,7.995750331078408e-05,-270221.6346135646,69767
472,202304,1277,14,0 2 5 9 11 14 15 17 18 19 21 24 26 27,2.556972474985298e-06,-268732.5222924257,69488
473,202305,1286,13,0 2 5 9 11 14 17 18 19 21 24 26 27,8.456434905131455e-07,-267677.5947550712,69226
474,202306,1307,13,0 2 5 9 11 14 15 17 18 19 21 26 27,7.276226245391816e-05,-265504.177337822,68959
475,202307,1346,13,0 2 5 9 11 14 17 18 19 21 24 26 27,6.392234230531146e-05,-262951.8089834063,68677
476,202308,1381,12,0 2 5 9 11 14 18 19 21 24 26 27,0.00010619164300676615,-261012.93570757515,68466
477,202309,1331,9,0 5 9 14 18 19 21 26 27,0.00018423071176301316,-259750.9075971307,68240
478,202310,1339,15,0 2 5 9 11 13 14 15 17 18 19 21 24 26 27,1.0367361819612355e-06,-258980.74481927982,68016
479,202311,1318,15,0 2 5 9 11 13 14 15 17 18 19 21 24 26 27,8.20423739098012e-07,-258459.98301798524,67808
480,202312,1381,15,0 2 5 9 11 13 14 15 17 18 19 21 24 26 27,5.153508175266783e-05,-258129.32761806998,67599
481,202313,1369,14,0 5 7 9 11 13 14 17 18 19 21 24 26 27,8.945294371775551e-05,-259147.7986312572,67430
482,202314,1362,14,0 5 6 7 9 11 13 17 18 19 21 24 26 27,9.359145022524327e-05,-260317.2790637949,67242
483,202315,1358,14,0 5 6 7 9 11 13 17 18 19 21 24 26 27,8.953729246312581e-05,-260300.81784316013,67034
484,202316,1362,13,0 6 7 9 11 13 17 18 19 21 24 26 27,3.655111991783151e-05,-259337.26935415092,66840
485,202317,1331,14,0 5 6 7 9 11 13 17 18 19 21 24 26 27,9.90230168686806e-05,-258751.7144787614,66642
486,202318,1341,14,0 6 7 9 11 13 15 17 18 19 21 24 26 27,8.985362926977452e-05,-258343.71384597433,66454
487,202319,1323,15,0 6 7 9 11 13 15 17 18 19 21 22 24 26 27,8.503314240692582e-05,-257734.355108999,66298
488,202320,1303,15,0 5 7 9 13 14 15 16 17 18 19 21 24 26 27,7.091253615085474e-05,-258248.90608989348,66210
489,202321,1317,16,0 5 7 9 11 13 14 15 16 17 18 19 21 24 26 27,7.37108719694807e-07,-259575.29038257277,66138
490,202322,1304,16,0 2 5 9 11 13 14 15 16 17 18 19 21 24 26 27,7.325896398926521e-07,-260336.29903932047,66074
491,202323,1303,16,0 2 5 7 9 11 13 14 15 17 18 19 21 24 26 27,7.426352572137149e-07,-261230.45671126404,66004
492,202324,1257,14,0 5 7 11 13 14 15 17 18 19 21 24 26 27,9.372466872391501e-05,-261046.0175317332,65903
493,202325,1264,15,0 5 7 9 11 13 14 15 17 18 19 21 24 26 27,1.0505242745376215e-06,-261512.24567951902,65867
494,202326,1281,13,0 6 7 9 11 13 17 18 21 22 24 26 27,0.00012639846202146666,-262317.56958198757,65841
495,202327,1290,16,0 2 6 7 9 10 11 13 14 17 18 21 22 24 26 27,5.653679459459002e-05,-262723.43790853006,65826
496,202328,1278,14,0 2 6 7 11 13 15 17 18 21 22 24 26 27,0.00011784971432515282,-263091.8624940237,65813
497,202329,1268,14,0 2 6 7 9 11 13 17 18 21 22 24 26 27,8.667848818006979e-05,-263077.31508973445,65789
498,202330,1242,15,0 2 6 7 9 11 13 15 17 18 21 22 24 26 27,0.00010220213982130262,-263609.8767101796,65725
499,202331,1200,18,0 2 6 7 9 10 11 13 14 15 16 17 18 21 22 24 26 27,9.27741110183998e-07,-262945.66371934826,65599
500,202332,1188,18,0 2 6 7 9 10 11 13 14 15 16 17 18 21 22 24 26 27,7.396933232702078e-07,-262622.7316458195,65462
501,202333,1189,16,0 2 6 7 10 11 13 15 16 17 18 21 22 24 26 27,8.821028551856524e-05,-263238.77283458604,65389
502,202334,1179,16,0 2 6 7 10 11 13 15 16 17 18 21 22 24 26 27,1.4305517611074339e-05,-263905.42119052436,65335
503,202335,1173,14,0 2 6 7 10 11 13 17 18 21 22 24 26 27,7.981750482063217e-05,-263699.87742547115,65192
504,202336,1158,14,0 2 6 7 10 11 13 17 18 21 22 24 26 27,1.5305967174042925e-06,-263394.4662373703,65041
505,202337,1171,15,0 2 6 7 10 11 13 15 17 18 21 22 24 26 27,5.836292534660908e-06,-263044.1015262617,64891
506,202338,1167,15,0 2 6 7 9 10 11 13 17 18 21 22 24 26 27,1.0779214080169473e-05,-263139.41043943586,64756
507,202339,1150,14,0 2 6 7 9 11 13 17 18 21 22 24 26 27,2.1337730649367627e-05,-262755.6106571251,64613
508,202340,1164,14,0 2 6 7 9 11 13 17 18 21 22 24 26 27,7.171690434465887e-06,-262566.35675733374,64474
509,202341,1174,16,0 2 6 7 9 11 13 15 17 18 19 21 22 24 26 27,2.0590916309968583e-05,-263065.1253031126,64342
510,202342,1164,15,0 2 6 7 9 11 13 15 17 18 21 22 24 26 27,5.903159868862211e-05,-263208.2973501811,64225
511,202343,1115,17,0 2 6 7 9 11 13 14 15 17 18 19 21 22 24 26 27,5.535339592419668e-05,-262096.49583602234,64045
512,202344,1165,14,0 2 6 7 9 11 13 17 18 21 22 24 26 27,4.724601014808928e-05,-260508.70505860067,63867
513,202345,1173,14,0 2 7 9 11 13 16 17 18 21 22 24 26 27,3.6151096377718355e-06,-258993.35360876602,63716
514,202346,1239,12,0 2 7 9 11 13 17 21 22 24 26 27,1.0514565401168916e-05,-257097.3969916271,63632
515,202347,1209,12,0 2 7 9 11 13 16 17 21 22 26 27,5.157936648728288e-05,-256752.07036745155,63586
516,202348,1240,13,0 2 7 9 11 13 16 17 21 22 23 26 27,1.7645321206722865e-06,-254258.9666469938,63575
517,202349,1284,14,0 2 7 9 11 13 16 17 19 21 22 23 26 27,7.312376746743189e-07,-253087.67388932005,63601
518,202350,1336,14,0 2 7 9 11 13 16 17 21 22 23 24 26 27,7.193682760450966e-07,-250146.98722003057,63657
519,202351,1332,14,0 2 7 9 11 13 16 17 21 22 23 24 26 27,6.947057064140959e-07,-249009.30175521635,63758
520,202352,1349,13,0 2 7 9 11 13 16 17 21 23 24 26 27,6.914383693429883e-07,-248148.49269138044,63871
521,202401,1346,13,0 2 7 9 11 13 16 17 21 23 24 26 27,6.84224698098902e-07,-247477.3779990698,63995
522,202402,1361,14,0 2 7 9 11 13 16 17 21 22 23 24 26 27,7.077915947676559e-07,-247232.31368222582,64104
523,202403,1380,12,0 2 7 9 11 13 16 17 22 23 24 26,2.3398038614235723e-06,-248563.18277503445,64214
524,202404,1576,10,0 2 7 9 11 13 16 17 22 26,2.7215206502822772e-05,-249637.6250048207,64259
525,202405,1571,13,0 2 7 9 11 13 16 17 19 22 23 26 27,6.044962499594221e-07,-251617.1285872367,64535
526,202406,1391,14,0 2 7 9 11 13 16 17 19 22 23 24 26 27,5.840670388511338e-07,-253957.51248695672,64597
527,202407,1401,13,0 2 7 9 11 13 16 17 18 22 23 26 27,6.880042887179496e-07,-255623.73121274638,64693
528,202408,1428,14,0 2 7 9 11 13 16 17 18 21 22 23 26 27,6.517092335884278e-07,-255921.61143762927,64745
529,202409,1439,15,0 2 7 9 11 13 16 17 18 19 21 22 23 26 27,6.891732908760564e-07,-255840.19257346506,64845
530,202410,1474,11,0 2 7 9 11 13 16 17 22 26 27,9.745307330339312e-05,-250519.31547714383,64957
531,202411,1490,13,0 2 7 9 11 13 16 17 19 22 23 26 27,2.1268307016663557e-05,-248064.48145796318,65095
532,202412,1523,13,0 2 7 9 13 16 17 19 21 22 23 26 27,3.201428814494428e-06,-247217.07591506548,65261
533,202413,1528,12,0 2 7 9 13 16 19 21 22 23 26 27,4.3836997003981366e-05,-246429.44879633104,65400
534,202414,1547,12,0 2 7 9 11 13 16 19 21 22 26 27,7.857173744419912e-05,-246021.14358992333,65560
535,202415,1556,12,0 2 7 9 11 13 16 19 21 22 26 27,0.00010635934312036429,-246505.6323419655,65746
536,202416,1530,13,0 2 7 9 11 13 16 17 19 21 22 26 27,5.5636550378680924e-05,-247322.0451767735,65921
537,202417,1538,13,0 2 7 9 11 13 16 17 19 21 22 26 27,9.980727648980145e-05,-247987.5087204081,66098
538,202418,1541,13,0 7 9 11 13 16 17 19 21 22 23 26 27,0.0001158201579554986,-248726.25844688882,66297
539,202419,1551,12,7 9 12 13 16 17 19 21 22 23 26 27,7.979092929120724e-05,-249668.25925429258,66508
540,202420,1481,11,7 9 12 13 16 17 19 21 22 26 27,9.913432072329275e-05,-250182.56773998612,66683
541,202421,1566,11,7 9 12 13 16 17 19 21 22 26 27,0.00012267957504748865,-250799.6606320888,66859
542,202422,1645,10,7 9 12 14 16 17 19 21 22 26,0.00010871418309484203,-250838.70419821833,67109
543,202423,1677,10,7 9 12 13 14 16 17 19 22 26,7.89173631547322e-05,-251855.76957989618,67430
544,202424,1639,12,0 7 8 9 11 12 13 14 17 19 22 26,0.00010183135988482281,-253241.45855721447,67803
545,202425,1626,12,0 7 8 9 11 12 13 17 18 19 22 26,0.00011994535293151156,-254695.91748702095,68153
546,202426,1632,13,0 7 8 9 12 13 16 17 18 19 22 23 26,4.5817898448575444e-05,-256411.879590672,68483
547,202427,1643,12,7 8 9 12 13 16 17 18 19 22 23 26,7.96393954627547e-05,-257630.22076176305,68836
548,202428,1623,14,1 5 7 8 9 12 13 16 17 18 19 22 23 26,3.329039533264241e-05,-259233.67748336028,69172
549,202429,1627,10,7 9 12 13 16 17 19 22 23 26,0.00019678380772134325,-260541.42218992923,69503
550,202430,1664,14,1 5 7 8 9 12 13 16 17 19 22 23 24 26,1.278066835608168e-06,-260832.40571440643,69886
551,202431,1665,13,1 5 7 9 12 13 16 17 19 22 23 24 26,5.171215106230416e-06,-262954.59725543763,70338
552,202432,1575,16,0 2 5 7 9 12 13 15 16 17 19 22 23 24 26 27,6.433722354905584e-07,-264788.72918315965,70720
553,202433,1616,16,0 2 5 7 9 12 13 15 16 19 21 22 23 24 26 27,6.360959525067693e-07,-266313.7164555546,71089
554,202434,1492,15,0 2 5 7 9 12 13 16 17 19 22 23 24 26 27,6.756082617714701e-07,-267489.5297391022,71396
555,202435,1645,15,0 5 7 9 10 12 13 16 17 19 22 23 24 26 27,2.2731115435380963e-06,-267263.3867177327,71715
556,202436,1646,16,0 5 7 8 9 10 12 13 16 17 19 22 23 24 26 27,5.989831959919262e-07,-269122.6920526018,72174
557,202437,1646,16,0 5 7 8 9 10 12 13 16 17 19 22 23 24 26 27,6.692444408500023e-07,-270963.0560589529,72649
558,202438,1661,13,0 5 7 8 9 10 12 16 19 22 23 24 26,6.941659988522916e-07,-272411.0667289555,73122
559,202439,1620,15,0 5 7 8 9 10 12 13 16 19 20 22 23 24 26,2.880914255582419e-06,-272978.22811693203,73574
560,202440,1696,11,7 9 10 13 16 17 19 20 22 24 26,0.00021216816186965073,-273381.47325483686,74018
561,202441,1687,14,0 7 8 9 10 12 13 16 17 19 20 22 24 26,7.476984854141324e-05,-275112.62254144205,74527
562,202442,1712,10,0 7 9 10 13 16 19 22 24 26,0.00020487108536542572,-276337.49263830663,75036
563,202443,1737,14,0 7 8 9 10 12 13 14 16 17 19 22 24 26,4.119422621194019e-05,-277984.0221363201,75633
564,202444,1731,12,7 8 9 10 12 13 16 19 20 22 24 26,0.00010885271127060058,-281204.5375173298,76234
565,202445,1707,11,7 8 9 10 12 16 19 22 24 26 27,8.88251222261622e-05,-284338.80483821133,76778
566,202446,1755,13,0 7 8 10 12 15 16 18 19 20 22 24 26,4.737559160418526e-05,-284101.9833590449,77304
567,202447,1667,14,0 3 7 8 9 10 12 16 18 19 20 22 24 26,9.611715907779808e-05,-283252.44425479916,77763
568,202448,1783,16,0 5 7 8 9 10 12 13 16 17 18 19 20 22 24 26,8.517855934163136e-06,-284599.74452632887,78207
569,202449,1818,15,0 5 7 8 9 10 12 13 16 17 19 20 22 24 26,0.0001229782560853802,-282699.55254261626,78734
570,202450,1873,15,0 1 5 7 9 11 13 16 17 18 19 20 22 24 26,0.00011717432383357588,-283891.93731297704,79253
571,202451,1730,10,0 4 6 9 13 16 19 22 24 26,0.0002793213252164843,-285699.1465308327,79633
